"id","ID Externe","Area_id /ID Externe","department_code","insee_code","zip_code","name","gps_lat","gps_lng","country_id"
14905,"__cities_.fr.39056-39140-14905","__areas__.fr.039-040",39,39056,39140,"Bletterans","46.729047959184","5.4252857142857","base.fr"
14906,"__cities_.fr.39057-39210-14906","__areas__.fr.039-040",39,39057,39210,"Blois-sur-Seille","46.746310093458","5.6676747663551","base.fr"
14907,"__cities_.fr.39058-39130-14907","__areas__.fr.039-040",39,39058,39130,"Blye","46.624888292683","5.6981870731707","base.fr"
14908,"__cities_.fr.39059-39220-14908","__areas__.fr.039-040",39,39059,39220,"Bois-d'Amont","46.52886375","6.1190521875","base.fr"
14909,"__cities_.fr.39060-39230-14909","__areas__.fr.039-040",39,39060,39230,"Bois-de-Gand","46.826803376623","5.499035974026","base.fr"
14910,"__cities_.fr.39061-39130-14910","__areas__.fr.039-040",39,39061,39130,"Boissia","46.581871732284","5.7239472440945","base.fr"
14911,"__cities_.fr.39062-39240-14911","__areas__.fr.039-040",39,39062,39240,"La Boissière","46.420426666667","5.5234508333333","base.fr"
14912,"__cities_.fr.39063-39130-14912","__areas__.fr.039-040",39,39063,39130,"Bonlieu","46.594770262009","5.8491007423581","base.fr"
14913,"__cities_.fr.39065-39800-14913","__areas__.fr.039-040",39,39065,39800,"Bonnefontaine","46.736944561404","5.7560037719298","base.fr"
14914,"__cities_.fr.39066-39570-14914","__areas__.fr.039-040",39,39066,39570,"Bornay","46.61002266055","5.553133853211","base.fr"
14915,"__cities_.fr.39068-39370-14915","__areas__.fr.039-040",39,39068,39370,"Les Bouchoux","46.299169417989","5.8027288359788","base.fr"
14916,"__cities_.fr.39070-39300-14916","__areas__.fr.039-040",39,39070,39300,"Bourg-de-Sirod","46.729301525424","5.955783559322","base.fr"
14917,"__cities_.fr.39072-39110-14917","__areas__.fr.039-040",39,39072,39110,"Bracon","46.925315254237","5.8698670338983","base.fr"
14918,"__cities_.fr.39073-39800-14918","__areas__.fr.039-040",39,39073,39800,"Brainans","46.872073741007","5.6257923741007","base.fr"
14919,"__cities_.fr.39074-39290-14919","__areas__.fr.039-040",39,39074,39290,"Brans","47.221752380952","5.5714355952381","base.fr"
